city,locality,property_type,bedrooms,area_sqft,price_per_sqft,price_lakhs,floor,age_years,facing,parking,furnishing,availability,maintenance_monthly,timestamp
Delhi,Dwarka,Apartment,3 BHK,1551,11768,182,4 out of 22,0,North,Yes,Fully Furnished,Under Construction,5975,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1476,10402,153,7 out of 23,10,South,Yes,Unfurnished,Ready to Move,4606,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,4 BHK,1766,10404,183,5 out of 22,18,South East,Yes,Fully Furnished,Under Construction,3900,2025-10-02 17:38:25
Delhi,Rohini,Villa,3 BHK,1628,10167,165,8 out of 23,13,North East,Yes,Fully Furnished,Under Construction,2591,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,5 BHK,2388,14147,337,11 out of 21,13,South East,Yes,Fully Furnished,Ready to Move,4270,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,1 BHK,412,11077,45,5 out of 23,16,South West,Yes,Unfurnished,Ready to Move,4614,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,5 BHK,2457,13092,321,18 out of 22,19,South West,Yes,Unfurnished,Ready to Move,5780,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,3 BHK,1623,12771,207,3 out of 21,15,North West,Yes,Unfurnished,Under Construction,5235,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,3 BHK,1485,12252,181,12 out of 20,5,East,Yes,Semi-Furnished,Ready to Move,4469,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,3 BHK,1523,12944,197,10 out of 20,14,West,Yes,Unfurnished,Under Construction,5141,2025-10-02 17:38:25
Bangalore,Whitefield,Builder Floor,3 BHK,1537,13457,206,17 out of 20,10,North,No,Unfurnished,Ready to Move,5672,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,4 BHK,1969,11520,226,7 out of 20,0,West,Yes,Unfurnished,Under Construction,5172,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1525,7657,116,4 out of 24,1,South West,Yes,Semi-Furnished,Under Construction,4229,2025-10-02 17:38:25
Delhi,South Extension,Apartment,3 BHK,1495,9143,136,7 out of 24,13,North,Yes,Unfurnished,Ready to Move,5495,2025-10-02 17:38:25
Delhi,Dwarka,Builder Floor,1 BHK,573,13200,75,3 out of 22,8,North East,Yes,Unfurnished,Ready to Move,5616,2025-10-02 17:38:25
Delhi,Rohini,Apartment,3 BHK,1593,12354,196,5 out of 20,13,South,Yes,Fully Furnished,Under Construction,4962,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,2 BHK,1043,13894,144,13 out of 21,9,East,Yes,Fully Furnished,Ready to Move,5160,2025-10-02 17:38:25
Delhi,South Extension,Apartment,2 BHK,949,14502,137,9 out of 23,3,North West,No,Fully Furnished,Under Construction,6370,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,4 BHK,1988,10374,206,14 out of 21,6,North East,Yes,Unfurnished,Under Construction,4168,2025-10-02 17:38:25
Delhi,Rohini,Apartment,2 BHK,956,9195,87,16 out of 24,18,West,Yes,Fully Furnished,Under Construction,5514,2025-10-02 17:38:25
Delhi,Vasant Kunj,Villa,3 BHK,1660,8411,139,10 out of 22,7,South East,Yes,Unfurnished,Under Construction,4992,2025-10-02 17:38:25
Delhi,South Extension,Apartment,2 BHK,993,13117,130,13 out of 22,18,North East,Yes,Unfurnished,Ready to Move,4006,2025-10-02 17:38:25
Delhi,Rohini,Builder Floor,5 BHK,2425,6904,167,16 out of 20,8,East,Yes,Fully Furnished,Ready to Move,3852,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,5 BHK,2495,12445,310,16 out of 20,6,South,Yes,Unfurnished,Ready to Move,3978,2025-10-02 17:38:25
Delhi,South Extension,Apartment,4 BHK,2076,10049,208,12 out of 20,13,South East,No,Unfurnished,Ready to Move,5781,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,2 BHK,883,8845,78,9 out of 21,11,West,Yes,Semi-Furnished,Ready to Move,5521,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,3 BHK,1676,13877,232,2 out of 23,5,West,Yes,Unfurnished,Under Construction,4313,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1538,14298,219,6 out of 23,10,North West,Yes,Fully Furnished,Under Construction,6126,2025-10-02 17:38:25
Mumbai,Bandra,Builder Floor,2 BHK,882,12079,106,15 out of 21,0,South,Yes,Unfurnished,Ready to Move,6457,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,3 BHK,1468,10794,158,18 out of 22,10,North,Yes,Fully Furnished,Ready to Move,4122,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,1094,13494,147,6 out of 20,19,North West,Yes,Fully Furnished,Under Construction,4566,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1239,11231,139,6 out of 23,19,South East,Yes,Semi-Furnished,Ready to Move,6529,2025-10-02 17:38:25
Delhi,Vasant Kunj,Builder Floor,3 BHK,1496,11584,173,19 out of 24,12,South West,Yes,Semi-Furnished,Under Construction,4455,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,2 BHK,1017,13426,136,16 out of 21,14,North West,Yes,Fully Furnished,Ready to Move,6561,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,3 BHK,1421,10513,149,12 out of 23,2,South West,Yes,Fully Furnished,Under Construction,5207,2025-10-02 17:38:25
Mumbai,Juhu,Builder Floor,2 BHK,1071,11712,125,11 out of 23,14,South,No,Fully Furnished,Under Construction,4555,2025-10-02 17:38:25
Mumbai,Powai,Apartment,4 BHK,1883,7881,148,19 out of 20,6,West,Yes,Fully Furnished,Under Construction,5089,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,2 BHK,1140,11254,128,6 out of 23,12,North West,Yes,Fully Furnished,Under Construction,4650,2025-10-02 17:38:25
Delhi,Vasant Kunj,Villa,3 BHK,1489,8819,131,9 out of 21,0,North West,No,Semi-Furnished,Under Construction,5944,2025-10-02 17:38:25
Mumbai,Worli,Villa,3 BHK,1590,12181,193,4 out of 24,17,South East,Yes,Semi-Furnished,Under Construction,7060,2025-10-02 17:38:25
Delhi,Dwarka,Villa,2 BHK,1139,11341,129,18 out of 20,5,West,Yes,Fully Furnished,Ready to Move,4877,2025-10-02 17:38:25
Bangalore,HSR Layout,Builder Floor,3 BHK,1489,10469,155,15 out of 22,6,South East,Yes,Fully Furnished,Ready to Move,5575,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1562,13574,212,19 out of 24,10,North West,Yes,Semi-Furnished,Ready to Move,4245,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1543,11131,171,19 out of 22,15,North,Yes,Unfurnished,Ready to Move,6980,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,3 BHK,1732,10304,178,12 out of 24,0,North West,No,Fully Furnished,Ready to Move,5802,2025-10-02 17:38:25
Bangalore,HSR Layout,Villa,2 BHK,1000,11941,119,6 out of 22,8,North,Yes,Unfurnished,Under Construction,4355,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1385,13336,184,11 out of 22,9,South East,No,Unfurnished,Ready to Move,6650,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1527,9837,150,8 out of 24,15,South,Yes,Unfurnished,Under Construction,5636,2025-10-02 17:38:25
Mumbai,Andheri,Builder Floor,2 BHK,1138,14057,159,17 out of 23,17,South East,Yes,Unfurnished,Ready to Move,3449,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,4 BHK,2047,11929,244,5 out of 20,10,South West,Yes,Unfurnished,Under Construction,4770,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1335,11635,155,11 out of 22,13,West,Yes,Unfurnished,Under Construction,5620,2025-10-02 17:38:25
Bangalore,Koramangala,Builder Floor,3 BHK,1515,10636,161,2 out of 20,15,North,Yes,Unfurnished,Under Construction,5754,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,4 BHK,2022,12023,243,1 out of 23,7,East,Yes,Unfurnished,Under Construction,3817,2025-10-02 17:38:25
Mumbai,Juhu,Villa,3 BHK,1545,11760,181,10 out of 20,16,South West,Yes,Fully Furnished,Under Construction,6268,2025-10-02 17:38:25
Delhi,Dwarka,Builder Floor,2 BHK,1044,11863,123,16 out of 22,9,South,No,Unfurnished,Ready to Move,4379,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1663,14535,241,5 out of 24,9,South East,No,Fully Furnished,Ready to Move,4054,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1542,11180,172,16 out of 20,9,South West,Yes,Fully Furnished,Under Construction,4855,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1579,10452,165,10 out of 24,6,North East,Yes,Fully Furnished,Ready to Move,3479,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,4 BHK,2131,11388,242,16 out of 24,19,South West,Yes,Semi-Furnished,Under Construction,3804,2025-10-02 17:38:25
Mumbai,Powai,Villa,3 BHK,1532,10345,158,9 out of 20,5,North West,Yes,Semi-Furnished,Under Construction,6396,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,3 BHK,1476,11851,174,14 out of 23,19,West,Yes,Unfurnished,Ready to Move,3315,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1483,11522,170,17 out of 24,0,South East,Yes,Unfurnished,Ready to Move,6627,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,3 BHK,1586,11909,188,9 out of 24,7,West,Yes,Unfurnished,Under Construction,3875,2025-10-02 17:38:25
Delhi,Rohini,Villa,3 BHK,1354,12619,170,19 out of 21,16,North East,No,Semi-Furnished,Under Construction,5228,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1583,16709,264,14 out of 24,10,East,Yes,Unfurnished,Ready to Move,4876,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,4 BHK,1942,10424,202,3 out of 20,10,North West,Yes,Unfurnished,Under Construction,6413,2025-10-02 17:38:25
Bangalore,Whitefield,Builder Floor,5 BHK,2555,14067,359,17 out of 21,19,West,Yes,Fully Furnished,Under Construction,5260,2025-10-02 17:38:25
Mumbai,Worli,Apartment,2 BHK,1004,10811,108,5 out of 24,10,North West,Yes,Semi-Furnished,Ready to Move,4886,2025-10-02 17:38:25
Delhi,South Extension,Builder Floor,4 BHK,1874,11619,217,14 out of 24,5,East,Yes,Semi-Furnished,Under Construction,4741,2025-10-02 17:38:25
Mumbai,Bandra,Builder Floor,2 BHK,1012,12038,121,9 out of 24,17,West,Yes,Fully Furnished,Ready to Move,2821,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1503,11258,169,8 out of 24,13,South West,Yes,Unfurnished,Ready to Move,4048,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,2 BHK,1193,9816,117,11 out of 23,9,North East,No,Unfurnished,Ready to Move,4373,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,3 BHK,1489,9889,147,1 out of 24,8,North,Yes,Semi-Furnished,Under Construction,4262,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,4 BHK,1987,11100,220,19 out of 22,4,South East,Yes,Fully Furnished,Under Construction,4238,2025-10-02 17:38:25
Delhi,Rohini,Apartment,3 BHK,1518,13556,205,8 out of 22,15,North East,Yes,Unfurnished,Ready to Move,4664,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,3 BHK,1423,12183,173,2 out of 22,13,West,No,Semi-Furnished,Under Construction,4789,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1517,8691,131,19 out of 22,10,South,No,Unfurnished,Ready to Move,4223,2025-10-02 17:38:25
Delhi,South Extension,Villa,3 BHK,1422,12110,172,10 out of 20,1,South,Yes,Unfurnished,Under Construction,5111,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1654,11671,193,9 out of 21,1,North East,Yes,Fully Furnished,Under Construction,4990,2025-10-02 17:38:25
Delhi,Pitampura,Villa,3 BHK,1624,15689,254,3 out of 22,3,South West,Yes,Semi-Furnished,Ready to Move,5053,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,5 BHK,2712,11481,311,10 out of 24,14,South East,Yes,Fully Furnished,Ready to Move,4606,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,2 BHK,1009,11837,119,4 out of 24,16,East,No,Unfurnished,Under Construction,3857,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,5 BHK,2557,12557,321,6 out of 20,12,North West,Yes,Semi-Furnished,Under Construction,4892,2025-10-02 17:38:25
Delhi,Rohini,Apartment,3 BHK,1470,13914,204,10 out of 22,16,West,Yes,Fully Furnished,Ready to Move,8028,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,1156,8789,101,17 out of 20,14,East,Yes,Semi-Furnished,Ready to Move,4820,2025-10-02 17:38:25
Mumbai,Worli,Apartment,2 BHK,903,11965,108,7 out of 21,10,West,Yes,Semi-Furnished,Ready to Move,4995,2025-10-02 17:38:25
Mumbai,Worli,Builder Floor,5 BHK,2403,13070,314,3 out of 21,6,North West,No,Fully Furnished,Ready to Move,5255,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1370,14840,203,1 out of 22,14,North West,Yes,Semi-Furnished,Under Construction,6301,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,5 BHK,2423,11572,280,5 out of 24,2,South,Yes,Semi-Furnished,Under Construction,4658,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,1 BHK,542,10979,59,13 out of 21,16,East,Yes,Semi-Furnished,Under Construction,4965,2025-10-02 17:38:25
Bangalore,JP Nagar,Builder Floor,3 BHK,1537,10951,168,4 out of 22,4,North West,No,Unfurnished,Ready to Move,5016,2025-10-02 17:38:25
Delhi,Dwarka,Builder Floor,2 BHK,955,14439,137,8 out of 24,16,South East,No,Unfurnished,Ready to Move,5503,2025-10-02 17:38:25
Delhi,Vasant Kunj,Villa,1 BHK,531,13913,73,3 out of 22,12,East,Yes,Fully Furnished,Ready to Move,5546,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,1 BHK,520,13953,72,7 out of 24,4,West,Yes,Fully Furnished,Under Construction,4342,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1376,12414,170,4 out of 24,9,South,No,Fully Furnished,Ready to Move,3551,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,1 BHK,568,8017,45,13 out of 24,16,South East,Yes,Fully Furnished,Under Construction,7472,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,4 BHK,2026,8551,173,19 out of 23,2,South East,Yes,Fully Furnished,Ready to Move,6325,2025-10-02 17:38:25
Bangalore,JP Nagar,Builder Floor,2 BHK,962,10796,103,17 out of 24,6,North West,Yes,Unfurnished,Ready to Move,5156,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1476,11083,163,9 out of 23,12,South West,No,Unfurnished,Under Construction,2219,2025-10-02 17:38:25
Delhi,South Extension,Apartment,2 BHK,1184,13772,163,16 out of 21,17,North West,Yes,Semi-Furnished,Under Construction,5465,2025-10-02 17:38:25
Delhi,South Extension,Apartment,5 BHK,2558,15363,392,6 out of 23,16,East,Yes,Semi-Furnished,Under Construction,5276,2025-10-02 17:38:25
Mumbai,Worli,Villa,1 BHK,365,13429,49,12 out of 24,6,South,Yes,Semi-Furnished,Ready to Move,3126,2025-10-02 17:38:25
Delhi,Dwarka,Villa,1 BHK,633,11080,70,6 out of 23,10,East,Yes,Unfurnished,Ready to Move,3677,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1441,12273,176,2 out of 20,12,East,Yes,Unfurnished,Under Construction,7888,2025-10-02 17:38:25
Mumbai,Bandra,Builder Floor,2 BHK,932,10373,96,10 out of 20,7,East,Yes,Fully Furnished,Ready to Move,5114,2025-10-02 17:38:25
Delhi,Rohini,Apartment,4 BHK,1964,10858,213,7 out of 22,13,South,No,Fully Furnished,Ready to Move,5220,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1553,11716,181,16 out of 20,2,South,Yes,Unfurnished,Ready to Move,4489,2025-10-02 17:38:25
Delhi,Rohini,Apartment,2 BHK,959,15390,147,17 out of 24,6,East,Yes,Unfurnished,Under Construction,4079,2025-10-02 17:38:25
Delhi,Rohini,Builder Floor,3 BHK,1410,13547,191,9 out of 22,6,North,No,Fully Furnished,Under Construction,4052,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,2 BHK,994,11520,114,4 out of 23,4,South West,Yes,Fully Furnished,Ready to Move,6394,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1426,12507,178,5 out of 22,2,South West,Yes,Unfurnished,Under Construction,3855,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,2 BHK,922,9204,84,6 out of 23,0,West,Yes,Fully Furnished,Under Construction,5525,2025-10-02 17:38:25
Delhi,Rohini,Apartment,4 BHK,2216,11983,265,3 out of 22,7,North East,Yes,Semi-Furnished,Ready to Move,4117,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,1 BHK,645,10336,66,15 out of 24,2,East,Yes,Unfurnished,Ready to Move,5645,2025-10-02 17:38:25
Bangalore,HSR Layout,Builder Floor,2 BHK,925,9131,84,7 out of 21,11,North,No,Unfurnished,Under Construction,4471,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,1 BHK,455,12251,55,19 out of 21,0,South,No,Unfurnished,Ready to Move,6084,2025-10-02 17:38:25
Delhi,Rohini,Villa,4 BHK,2054,11652,239,2 out of 20,18,South East,Yes,Unfurnished,Ready to Move,4665,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,987,9634,95,9 out of 22,7,North,No,Unfurnished,Under Construction,5131,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1541,12459,191,13 out of 20,5,South West,Yes,Fully Furnished,Ready to Move,3871,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,3 BHK,1544,10685,164,4 out of 24,17,North East,No,Semi-Furnished,Under Construction,6127,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,4 BHK,2084,9444,196,12 out of 24,10,South East,Yes,Fully Furnished,Ready to Move,3671,2025-10-02 17:38:25
Mumbai,Worli,Builder Floor,2 BHK,1212,14837,179,5 out of 22,6,East,No,Semi-Furnished,Ready to Move,5169,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,2 BHK,978,14419,141,3 out of 20,16,South,Yes,Semi-Furnished,Under Construction,3228,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,1 BHK,570,8028,45,6 out of 20,16,North,Yes,Unfurnished,Ready to Move,3643,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,868,11848,102,4 out of 20,17,South East,Yes,Fully Furnished,Ready to Move,3505,2025-10-02 17:38:25
Mumbai,Juhu,Builder Floor,3 BHK,1577,12065,190,2 out of 20,0,South West,Yes,Fully Furnished,Ready to Move,4832,2025-10-02 17:38:25
Mumbai,Worli,Apartment,2 BHK,916,13866,127,4 out of 24,17,East,No,Unfurnished,Under Construction,5797,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,2 BHK,783,10020,78,4 out of 23,8,East,Yes,Semi-Furnished,Ready to Move,5056,2025-10-02 17:38:25
Bangalore,Indiranagar,Builder Floor,4 BHK,2082,9487,197,6 out of 20,18,South West,Yes,Unfurnished,Ready to Move,4641,2025-10-02 17:38:25
Bangalore,HSR Layout,Builder Floor,2 BHK,997,12210,121,13 out of 24,15,North,Yes,Unfurnished,Ready to Move,5522,2025-10-02 17:38:25
Delhi,Rohini,Apartment,2 BHK,1016,11283,114,6 out of 24,11,South,Yes,Unfurnished,Ready to Move,5089,2025-10-02 17:38:25
Mumbai,Powai,Builder Floor,3 BHK,1655,13546,224,10 out of 23,13,East,Yes,Unfurnished,Under Construction,5878,2025-10-02 17:38:25
Delhi,South Extension,Apartment,2 BHK,947,9658,91,15 out of 23,6,South,No,Unfurnished,Ready to Move,8400,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1587,11940,189,1 out of 23,12,South West,Yes,Fully Furnished,Under Construction,4372,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,2 BHK,961,11832,113,1 out of 22,2,North East,Yes,Fully Furnished,Under Construction,5197,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,2 BHK,1032,11263,116,15 out of 23,8,East,Yes,Semi-Furnished,Ready to Move,4064,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,2 BHK,1197,15352,183,8 out of 22,5,North,No,Unfurnished,Ready to Move,5100,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1501,10496,157,17 out of 23,18,South East,Yes,Semi-Furnished,Under Construction,5508,2025-10-02 17:38:25
Delhi,Vasant Kunj,Builder Floor,2 BHK,891,11364,101,15 out of 22,11,North East,Yes,Semi-Furnished,Under Construction,4242,2025-10-02 17:38:25
Delhi,Rohini,Apartment,2 BHK,1055,12394,130,2 out of 20,15,South West,Yes,Fully Furnished,Ready to Move,6377,2025-10-02 17:38:25
Delhi,Rohini,Apartment,5 BHK,2687,11719,314,16 out of 23,11,South,Yes,Semi-Furnished,Under Construction,4985,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1614,12356,199,9 out of 21,5,South East,Yes,Semi-Furnished,Ready to Move,5424,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,2 BHK,1056,10212,107,1 out of 21,17,North East,Yes,Fully Furnished,Under Construction,4652,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,2 BHK,872,15034,131,11 out of 24,8,North West,No,Fully Furnished,Ready to Move,3594,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,3 BHK,1444,12183,175,10 out of 21,6,East,Yes,Unfurnished,Ready to Move,4385,2025-10-02 17:38:25
Mumbai,Andheri,Builder Floor,3 BHK,1436,13017,186,12 out of 20,2,East,Yes,Unfurnished,Ready to Move,5129,2025-10-02 17:38:25
Delhi,South Extension,Apartment,2 BHK,975,11214,109,17 out of 21,6,South,Yes,Semi-Furnished,Ready to Move,5902,2025-10-02 17:38:25
Mumbai,Juhu,Builder Floor,2 BHK,978,8532,83,1 out of 22,10,South West,No,Semi-Furnished,Under Construction,5850,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,3 BHK,1515,13363,202,4 out of 21,3,West,Yes,Semi-Furnished,Ready to Move,3886,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1613,12534,202,11 out of 22,3,North East,Yes,Fully Furnished,Under Construction,5525,2025-10-02 17:38:25
Delhi,Vasant Kunj,Builder Floor,2 BHK,965,17170,165,19 out of 22,14,North,Yes,Unfurnished,Under Construction,5303,2025-10-02 17:38:25
Bangalore,Whitefield,Builder Floor,3 BHK,1540,11609,178,5 out of 22,11,South West,Yes,Semi-Furnished,Ready to Move,5417,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,2 BHK,1042,12708,132,1 out of 21,16,East,Yes,Semi-Furnished,Ready to Move,4173,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,1 BHK,330,11855,39,11 out of 22,16,North,Yes,Fully Furnished,Ready to Move,6403,2025-10-02 17:38:25
Bangalore,Koramangala,Villa,4 BHK,1937,14365,278,1 out of 20,12,West,No,Semi-Furnished,Ready to Move,5527,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,1 BHK,548,10710,58,15 out of 21,1,South West,Yes,Unfurnished,Ready to Move,5566,2025-10-02 17:38:25
Delhi,South Extension,Apartment,2 BHK,955,14122,134,8 out of 21,15,South East,Yes,Fully Furnished,Under Construction,5830,2025-10-02 17:38:25
Bangalore,JP Nagar,Builder Floor,4 BHK,2019,12114,244,12 out of 22,0,South,Yes,Unfurnished,Under Construction,5395,2025-10-02 17:38:25
Bangalore,HSR Layout,Villa,3 BHK,1538,14482,222,5 out of 22,13,North,No,Fully Furnished,Under Construction,3934,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,2 BHK,1157,13299,153,10 out of 20,7,South,Yes,Fully Furnished,Under Construction,4453,2025-10-02 17:38:25
Bangalore,Whitefield,Villa,3 BHK,1494,11386,170,9 out of 23,16,South East,Yes,Semi-Furnished,Ready to Move,5190,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,3 BHK,1600,14375,230,15 out of 21,3,North West,Yes,Semi-Furnished,Under Construction,5386,2025-10-02 17:38:25
Delhi,Rohini,Apartment,4 BHK,2161,13419,289,13 out of 21,12,South West,No,Fully Furnished,Under Construction,4345,2025-10-02 17:38:25
